Waktu Order,Waktu Bayar,Produk,Jenis Order,Total Penjualan (Rp),Metode Pembayaran,Kasir
06-11-2025 22:02:15,06-11-2025 22:02:34,Americano ,Table,"Rp15.000,00",Cash,Zahra
06-11-2025 22:10:29,06-11-2025 22:11:43,"ButterScotch,Donat,Kukis,Air Mineral",Table,"Rp96.000,00",Cash,Zahra
06-11-2025 22:15:27,06-11-2025 22:15:29,Air Mineral,Table,"Rp5.000,00",Cash,Zahra
06-11-2025 22:22:34,06-11-2025 22:22:53,"BerryLush,Air Mineral",Table,"Rp30.000,00",Cash,Zahra
06-11-2025 22:45:57,06-11-2025 22:46:09,Coklat Banana,Table,"Rp22.000,00","Bank Transfer, SCAN QR",Zahra
07-11-2025 09:39:00,07-11-2025 09:39:01,LemonBerry,Table,"Rp25.000,00",Cash,Mita
07-11-2025 10:57:56,07-11-2025 10:58:44,"Ayam Geprek,Air Mineral,Vanilla",Table,"Rp45.000,00","Bank Transfer, SCAN QR",Mita
07-11-2025 12:04:03,07-11-2025 12:04:10,Americano ,Table,"Rp15.000,00",Cash,Mita
07-11-2025 12:41:15,07-11-2025 12:42:18,Ayam Geprek,Table,"Rp51.000,00","Bank Transfer, SCAN QR",Mita
07-11-2025 12:55:10,07-11-2025 12:55:26,"Hazelnut,Donat",Table,"Rp33.000,00",Cash,Mita
07-11-2025 13:17:48,07-11-2025 13:17:49,Air Mineral,Table,"Rp5.000,00",Cash,Mita
07-11-2025 13:40:59,07-11-2025 13:43:50,"Americano ,Mix Platter",Table,"Rp35.000,00",Cash,Mita
07-11-2025 14:44:02,07-11-2025 14:44:05,Lemon Tea,Table,"Rp19.000,00",Cash,Mita
07-11-2025 14:57:53,07-11-2025 14:58:07,Latte,Table,"Rp21.000,00",Cash,Mita
07-11-2025 15:00:10,07-11-2025 15:00:17,Caramel,Table,"Rp23.000,00",Cash,Mita
07-11-2025 16:42:37,07-11-2025 16:44:42,Ayam Geprek,Table,"Rp17.000,00","Bank Transfer, SCAN QR",Zahra
07-11-2025 16:48:08,07-11-2025 16:48:34,"Ayam Geprek,Latte",Table,"Rp38.000,00",Cash,Zahra
07-11-2025 16:49:52,07-11-2025 16:50:48,ButterScotch,Table,"Rp23.000,00","Bank Transfer, SCAN QR",Zahra
07-11-2025 16:51:26,07-11-2025 16:51:32,Chocolate,Table,"Rp25.000,00",Cash,Zahra
07-11-2025 16:52:51,07-11-2025 16:54:49,"Vanilla,Pisang Goreng,Caramel",Table,"Rp61.000,00",Cash,Zahra
07-11-2025 16:58:32,07-11-2025 16:58:38,Donat,Table,"Rp10.000,00",Cash,Zahra
07-11-2025 17:01:02,07-11-2025 17:01:33,Matcha,Table,"Rp54.000,00",Cash,Zahra
07-11-2025 17:06:46,07-11-2025 17:06:58,Ayam Geprek,Table,"Rp17.000,00",Cash,Zahra
07-11-2025 17:24:58,07-11-2025 17:25:01,Air Mineral,Table,"Rp5.000,00",Cash,Zahra
07-11-2025 17:36:37,07-11-2025 17:37:01,LemonBerry,Table,"Rp25.000,00",Cash,Zahra
07-11-2025 17:57:41,07-11-2025 17:58:14,"Americano ,Air Mineral",Table,"Rp40.000,00",Cash,Zahra
07-11-2025 17:58:46,07-11-2025 17:59:17,Matcha,Table,"Rp54.000,00",Cash,Zahra
07-11-2025 19:11:01,07-11-2025 19:11:06,Donat,Table,"Rp10.000,00","Bank Transfer, SCAN QR",Zahra
07-11-2025 19:12:04,07-11-2025 19:13:03,"Hazelnut,Caramel,Kentang Goreng",Table,"Rp61.000,00",Cash,Zahra
07-11-2025 19:22:02,07-11-2025 19:24:22,"Kentang Goreng,Coklat Banana,Caramel,Latte",Table,"Rp81.000,00","Bank Transfer, SCAN QR",Zahra
07-11-2025 19:32:01,07-11-2025 19:33:11,"Latte,Red Velvet,Donat",Table,"Rp64.000,00",Cash,Zahra
07-11-2025 19:33:51,07-11-2025 19:34:21,Latte,Table,"Rp21.000,00",Cash,Zahra
07-11-2025 19:39:13,07-11-2025 19:39:46,"BerryLush,Coklat Banana",Table,"Rp47.000,00",Cash,Zahra
07-11-2025 19:50:20,07-11-2025 19:52:13,ChocoBerry,Table,"Rp27.000,00","Bank Transfer, SCAN QR",Zahra
07-11-2025 19:52:56,07-11-2025 19:56:00,"BerryCha,Filter",Table,"Rp52.000,00",Cash,Zahra
07-11-2025 19:57:15,07-11-2025 19:57:43,Florana,Table,"Rp23.000,00",Cash,Zahra
07-11-2025 19:58:06,07-11-2025 19:58:54,"Hazelnut,Donat",Table,"Rp33.000,00","Bank Transfer, SCAN QR",Zahra
07-11-2025 20:03:55,07-11-2025 20:04:01,Nasi Goreng,Table,"Rp20.000,00",Cash,Zahra
07-11-2025 20:10:10,07-11-2025 20:11:15,"Vanilla,Coklat Banana,Kentang Goreng,Kukis Mini",Table,"Rp80.000,00","Bank Transfer, SCAN QR",Zahra
07-11-2025 20:11:50,07-11-2025 20:11:52,Air Mineral,Table,"Rp5.000,00",Cash,Zahra
07-11-2025 20:12:12,07-11-2025 20:14:25,"Coklat Banana,Air Mineral",Table,"Rp27.000,00","Bank Transfer, SCAN QR",Zahra
07-11-2025 20:15:02,07-11-2025 20:16:04,"Hazelnut,Nasi Goreng,Vanilla,Kentang Goreng",Table,"Rp104.000,00",Cash,Zahra
07-11-2025 20:25:42,07-11-2025 20:26:02,Latte,Table,"Rp21.000,00",Cash,Zahra
07-11-2025 20:26:23,07-11-2025 20:26:25,Air Mineral,Table,"Rp5.000,00",Cash,Zahra
07-11-2025 20:26:43,07-11-2025 20:28:00,"Florana,Banana,Donat,Nasi Goreng",Table,"Rp96.000,00","Bank Transfer, SCAN QR",Zahra
07-11-2025 20:29:14,07-11-2025 20:29:22,Ubi Goreng,Table,"Rp15.000,00",Cash,Zahra
07-11-2025 20:29:43,07-11-2025 20:29:45,Nasi Goreng,Table,"Rp20.000,00",Cash,Zahra
07-11-2025 20:41:53,07-11-2025 20:41:56,Florana,Table,"Rp23.000,00",Cash,Zahra
07-11-2025 20:43:50,07-11-2025 20:43:58,Air Mineral,Table,"Rp10.000,00",Cash,Zahra
07-11-2025 20:48:38,07-11-2025 23:07:03,Ayam Geprek,Table,"Rp17.000,00","Bank Transfer, SCAN QR",Zahra
07-11-2025 20:51:38,07-11-2025 20:52:20,"Florana,Banana",Table,"Rp46.000,00","Bank Transfer, SCAN QR",Zahra
07-11-2025 20:55:19,07-11-2025 20:55:41,"Americano ,Air Mineral",Table,"Rp20.000,00",Cash,Zahra
07-11-2025 21:17:21,07-11-2025 21:18:24,"Coklat Banana,Florana,Kentang Goreng",Table,"Rp60.000,00","Bank Transfer, SCAN QR",Zahra
07-11-2025 21:51:05,07-11-2025 21:51:59,"Banana,Kentang Goreng,Classic",Table,"Rp78.000,00",Cash,Zahra
07-11-2025 22:00:16,07-11-2025 22:00:24,"Lemon Tea,Air Mineral",Table,"Rp24.000,00",Cash,Zahra
07-11-2025 22:05:08,07-11-2025 22:06:58,"Latte,Nasi Goreng,Mie Goreng,ButterScotch,Coklat Banana,Air Mineral,Banana",Table,"Rp155.000,00","Bank Transfer, SCAN QR",Zahra
07-11-2025 22:18:42,07-11-2025 22:20:30,"BerryLush,Kentang Goreng,Matcha,Pisang Goreng",Table,"Rp82.000,00",Cash,Zahra
07-11-2025 22:24:24,07-11-2025 22:24:55,"Florana,Pisang Goreng",Table,"Rp61.000,00","Bank Transfer, SCAN QR",Zahra
07-11-2025 22:25:29,07-11-2025 22:25:32,Air Mineral,Table,"Rp5.000,00",Cash,Zahra
07-11-2025 22:26:11,07-11-2025 22:26:18,Chocolate,Table,"Rp25.000,00",Cash,Zahra
07-11-2025 22:31:33,07-11-2025 23:07:14,ButterScotch,Table,"Rp23.000,00","Bank Transfer, SCAN QR",Zahra
07-11-2025 22:38:15,07-11-2025 22:38:45,"Donat,Air Mineral",Table,"Rp25.000,00",Cash,Zahra
07-11-2025 22:49:02,07-11-2025 22:49:24,"Chocolate,Air Mineral",Lainnya,"Rp35.000,00",Cash,Zahra
08-11-2025 11:21:08,08-11-2025 11:22:22,Donat,Table,"Rp10.000,00","Bank Transfer, SCAN QR",Nathan
08-11-2025 11:23:01,08-11-2025 11:25:17,Mix Platter,Table,"Rp20.000,00","Bank Transfer, SCAN QR",Nathan
08-11-2025 11:42:19,08-11-2025 11:42:35,Coklat Banana,Table,"Rp22.000,00",Cash,Nathan
08-11-2025 12:00:23,08-11-2025 12:01:13,Ayam Geprek,Table,"Rp17.000,00","Bank Transfer, SCAN QR",Nathan
08-11-2025 12:06:23,08-11-2025 12:06:47,"BerryCano,Coconut",Table,"Rp48.000,00",Cash,Nathan
08-11-2025 13:10:52,08-11-2025 13:11:38,Nasi Goreng,Table,"Rp20.000,00","Bank Transfer, SCAN QR",Nathan
08-11-2025 13:14:18,08-11-2025 13:14:55,"Hazelnut,Latte",Table,"Rp44.000,00","Bank Transfer, SCAN QR",Nathan
08-11-2025 13:16:19,08-11-2025 13:16:52,"Chocolate,Latte",Table,"Rp46.000,00",Cash,Nathan
08-11-2025 14:37:16,08-11-2025 14:39:09,"Hazelnut,Donat",Table,"Rp33.000,00","Bank Transfer, SCAN QR",Nathan
08-11-2025 14:39:27,08-11-2025 14:40:02,"Ubi Goreng,Kukis",Table,"Rp27.000,00","Bank Transfer, SCAN QR",Nathan
08-11-2025 15:05:41,08-11-2025 15:05:44,Air Mineral,Table,"Rp5.000,00",Cash,Nathan
08-11-2025 15:21:04,08-11-2025 15:21:16,"Ayam Geprek,Nasi Goreng",Table,"Rp37.000,00",Cash,Nathan
08-11-2025 15:21:56,08-11-2025 15:22:05,"Ayam Geprek,Nasi Goreng",Table,"Rp37.000,00",Cash,Nathan
08-11-2025 15:26:21,08-11-2025 15:26:56,"Donat,Air Mineral",Table,"Rp25.000,00",Cash,Nathan
08-11-2025 15:27:32,08-11-2025 15:27:34,Air Mineral,Table,"Rp5.000,00",Cash,Nathan
08-11-2025 16:24:17,08-11-2025 16:25:52,"Florana,Latte,Donat",Table,"Rp64.000,00",Cash,Zahra
08-11-2025 16:28:15,08-11-2025 16:28:34,Ubi Goreng,Lainnya,"Rp15.000,00",Cash,Zahra
08-11-2025 16:45:25,08-11-2025 16:47:08,"Ayam Geprek,Nasi Goreng,Vanilla,Air Mineral",Table,"Rp70.000,00","Bank Transfer, SCAN QR",Zahra
08-11-2025 16:51:52,08-11-2025 16:52:06,ButterScotch,Table,"Rp23.000,00",Cash,Zahra
08-11-2025 16:54:08,08-11-2025 16:54:25,Florana,Table,"Rp23.000,00",Cash,Zahra
08-11-2025 16:55:10,08-11-2025 16:55:44,Kukis Mini,Table,"Rp20.000,00",Cash,Zahra
08-11-2025 17:00:27,08-11-2025 17:00:42,Lemon Tea,Table,"Rp19.000,00",Cash,Zahra
08-11-2025 17:03:51,08-11-2025 17:05:09,Latte,Table,"Rp21.000,00",Cash,Zahra
08-11-2025 17:14:24,08-11-2025 17:15:14,Hazelnut,Table,"Rp23.000,00",Cash,Zahra
08-11-2025 17:15:36,08-11-2025 17:15:48,ButterScotch,Table,"Rp23.000,00","Bank Transfer, SCAN QR",Zahra
08-11-2025 17:20:30,08-11-2025 17:20:33,Air Mineral,Table,"Rp10.000,00","Bank Transfer, SCAN QR",Zahra
08-11-2025 18:14:17,08-11-2025 18:14:21,Ubi Goreng,Table,"Rp15.000,00",Cash,Zahra
08-11-2025 18:30:11,08-11-2025 18:31:35,"Matcha,Latte,Kentang Goreng,Donat",Table,"Rp73.000,00",Cash,Zahra
08-11-2025 18:32:08,08-11-2025 18:33:03,"Latte,Chocolate",Table,"Rp46.000,00",Cash,Zahra
08-11-2025 18:33:43,08-11-2025 18:33:55,Vanilla,Table,"Rp23.000,00",Cash,Zahra
08-11-2025 18:36:49,08-11-2025 18:38:28,"Hazelnut,Coklat Banana,Kentang Goreng",Table,"Rp60.000,00","Bank Transfer, SCAN QR",Zahra
08-11-2025 18:42:38,08-11-2025 18:44:17,Latte,Table,"Rp21.000,00","Bank Transfer, SCAN QR",Zahra
08-11-2025 18:44:41,08-11-2025 18:45:44,"Florana,Mix Platter",Table,"Rp43.000,00","Bank Transfer, SCAN QR",Zahra
08-11-2025 18:46:51,08-11-2025 18:47:11,Florana,Table,"Rp23.000,00","Bank Transfer, SCAN QR",Zahra
08-11-2025 18:49:40,08-11-2025 18:59:39,"Donat,Nasi Goreng,BerryCha",Table,"Rp67.000,00","Bank Transfer, SCAN QR",Zahra
08-11-2025 18:56:04,08-11-2025 18:56:30,Americano ,Table,"Rp15.000,00","Bank Transfer, SCAN QR",Zahra
08-11-2025 18:57:13,08-11-2025 18:58:40,"Caramel,Hazelnut,ButterScotch,Vanilla",Table,"Rp92.000,00",Cash,Zahra
08-11-2025 18:59:50,08-11-2025 19:00:36,"Americano ,Air Mineral",Table,"Rp20.000,00","Bank Transfer, SCAN QR",Zahra
08-11-2025 19:10:54,08-11-2025 19:11:06,Banana,Table,"Rp23.000,00",Cash,Zahra
08-11-2025 19:11:17,08-11-2025 19:11:19,Air Mineral,Table,"Rp5.000,00",Cash,Zahra
08-11-2025 19:16:37,08-11-2025 19:17:07,"Coklat Banana,Air Mineral",Table,"Rp27.000,00",Cash,Zahra
08-11-2025 19:17:52,08-11-2025 19:18:25,"Donat,LemonBerry",Table,"Rp45.000,00",Cash,Zahra
08-11-2025 19:18:56,08-11-2025 19:20:58,"Florana,Red Velvet,Kentang Goreng,Mix Platter",Table,"Rp81.000,00","Bank Transfer, SCAN QR",Zahra
08-11-2025 19:21:45,08-11-2025 19:21:50,"Ayam Geprek,Donat",Table,"Rp27.000,00","Bank Transfer, SCAN QR",Zahra
08-11-2025 19:22:31,08-11-2025 19:23:44,"Americano ,BerryLush,Mix Platter,Air Mineral",Table,"Rp65.000,00","Bank Transfer, SCAN QR",Zahra
08-11-2025 19:25:44,08-11-2025 19:25:45,Air Mineral,Table,"Rp5.000,00",Cash,Zahra
08-11-2025 19:29:54,08-11-2025 19:31:02,"Bakso Bakar,Latte",Table,"Rp45.000,00",Cash,Zahra
08-11-2025 19:38:29,08-11-2025 19:40:07,"Nasi Goreng,Air Mineral,Sup Ubi,Ayam Geprek,Banana",Table,"Rp120.000,00","Bank Transfer, SCAN QR",Zahra
08-11-2025 19:42:34,08-11-2025 19:43:01,Bakso Bakar,Table,"Rp12.000,00","Bank Transfer, SCAN QR",Zahra
08-11-2025 19:43:11,08-11-2025 19:43:23,Lemon Tea,Table,"Rp19.000,00",Cash,Zahra
08-11-2025 19:45:43,08-11-2025 19:45:59,Vanilla,Table,"Rp23.000,00","Bank Transfer, SCAN QR",Zahra
08-11-2025 19:47:44,08-11-2025 19:48:14,"Red Velvet,ButterScotch,Kentang Goreng",Table,"Rp61.000,00",Cash,Zahra
08-11-2025 19:48:36,08-11-2025 19:48:59,Chocolate,Table,"Rp25.000,00","Bank Transfer, SCAN QR",Zahra
08-11-2025 19:53:10,08-11-2025 19:53:18,Air Mineral,Table,"Rp10.000,00",Cash,Zahra
08-11-2025 19:54:14,08-11-2025 19:54:57,"Red Velvet,Kentang Goreng,Chocolate",Table,"Rp63.000,00",Cash,Zahra
08-11-2025 19:58:24,08-11-2025 19:59:06,"Hazelnut,Ubi Goreng",Table,"Rp38.000,00",Cash,Zahra
08-11-2025 19:59:50,08-11-2025 20:00:26,"Latte,Vanilla,Air Mineral",Table,"Rp49.000,00","Bank Transfer, SCAN QR",Zahra
08-11-2025 20:01:31,08-11-2025 20:01:59,Tropicalush,Table,"Rp25.000,00",Cash,Zahra
08-11-2025 20:06:42,08-11-2025 20:07:15,"ButterScotch,Vanilla",Table,"Rp69.000,00",Cash,Zahra
08-11-2025 20:11:58,08-11-2025 20:12:42,"LemonBerry,Chocolate",Table,"Rp50.000,00",Cash,Zahra
08-11-2025 20:13:30,08-11-2025 20:14:55,"Chocolate,Latte",Table,"Rp67.000,00",Cash,Zahra
08-11-2025 20:15:48,08-11-2025 20:16:07,LemonBerry,Table,"Rp25.000,00",Cash,Zahra
08-11-2025 20:16:27,08-11-2025 20:16:56,"Matcha,Chocolate",Table,"Rp52.000,00",Cash,Zahra
08-11-2025 20:18:11,08-11-2025 20:18:15,Nasi Goreng,Table,"Rp20.000,00",Cash,Zahra
08-11-2025 20:21:19,08-11-2025 20:22:39,"Caramel,ButterScotch,Nasi Goreng,Air Mineral",Table,"Rp71.000,00","Bank Transfer, SCAN QR",Zahra
08-11-2025 20:23:24,08-11-2025 20:24:13,"Florana,Latte",Table,"Rp67.000,00",Cash,Zahra
08-11-2025 20:24:38,08-11-2025 20:24:41,Kentang Goreng,Table,"Rp15.000,00",Cash,Zahra
08-11-2025 20:25:31,08-11-2025 20:27:06,"Nasi Goreng,Caramel",Table,"Rp86.000,00","Bank Transfer, SCAN QR",Zahra
08-11-2025 20:27:58,08-11-2025 20:28:50,Chocolate,Table,"Rp50.000,00","Bank Transfer, SCAN QR",Zahra
08-11-2025 20:29:17,08-11-2025 20:29:46,Florana,Table,"Rp46.000,00","Bank Transfer, SCAN QR",Zahra
08-11-2025 20:31:06,08-11-2025 20:31:12,Hazelnut,Table,"Rp23.000,00",Cash,Zahra
08-11-2025 20:40:21,08-11-2025 20:40:42,"Classic,Kentang Goreng",Table,"Rp49.000,00",Cash,Zahra
08-11-2025 20:45:17,08-11-2025 20:47:23,Pisang Goreng,Table,"Rp30.000,00","Bank Transfer, SCAN QR",Zahra
08-11-2025 20:47:58,08-11-2025 20:49:17,"Matcha,Chocolate,Kukis,Kentang Goreng",Table,"Rp106.000,00","Bank Transfer, SCAN QR",Zahra
08-11-2025 20:49:45,08-11-2025 20:49:55,BerryLush,Table,"Rp25.000,00",Cash,Zahra
08-11-2025 20:51:26,08-11-2025 20:52:07,ButterScotch,Table,"Rp23.000,00","Bank Transfer, SCAN QR",Zahra
08-11-2025 20:53:12,08-11-2025 20:53:29,Chocolate,Table,"Rp50.000,00",Cash,Zahra
08-11-2025 20:58:08,08-11-2025 20:58:13,Air Mineral,Table,"Rp10.000,00",Cash,Zahra
08-11-2025 20:58:28,08-11-2025 20:58:59,"Matcha,Chocolate,Kentang Goreng",Table,"Rp67.000,00",Cash,Zahra
08-11-2025 21:06:42,08-11-2025 21:07:44,"Vanilla,Red Velvet,Kukis Mini",Table,"Rp66.000,00",Cash,Zahra
08-11-2025 21:09:08,08-11-2025 21:09:21,ButterScotch,Table,"Rp23.000,00",Cash,Zahra
08-11-2025 21:09:49,08-11-2025 21:10:06,ButterScotch,Table,"Rp23.000,00","Bank Transfer, SCAN QR",Zahra
08-11-2025 21:12:07,08-11-2025 21:13:09,"Americano ,Florana",Table,"Rp38.000,00",Cash,Zahra
08-11-2025 21:14:00,08-11-2025 21:14:12,Vanilla,Table,"Rp23.000,00",Cash,Zahra
08-11-2025 21:18:32,08-11-2025 21:18:34,Air Mineral,Table,"Rp5.000,00",Cash,Zahra
08-11-2025 21:18:56,08-11-2025 21:19:03,Lemon Tea,Table,"Rp19.000,00",Cash,Zahra
08-11-2025 21:20:30,08-11-2025 21:21:29,"Americano ,ButterScotch,Air Mineral",Table,"Rp66.000,00",Cash,Zahra
08-11-2025 21:22:31,08-11-2025 21:22:34,Air Mineral,Table,"Rp5.000,00",Cash,Zahra
08-11-2025 21:23:22,08-11-2025 21:24:55,"Latte,Kentang Goreng,Pisang Goreng",Table,"Rp114.000,00",Cash,Zahra
08-11-2025 21:25:33,08-11-2025 21:27:31,"Classic,Red Velvet,Chocolate",Table,"Rp82.000,00",Cash,Zahra
08-11-2025 21:27:06,08-11-2025 21:27:14,Air Mineral,Lainnya,"Rp10.000,00",Cash,Zahra
08-11-2025 21:32:25,08-11-2025 21:32:32,"Sweet Cloud,ButterScotch",Table,"Rp48.000,00",Cash,Zahra
08-11-2025 21:50:47,08-11-2025 21:50:59,Banana,Table,"Rp23.000,00",Cash,Zahra
08-11-2025 21:51:14,08-11-2025 21:51:29,Florana,Table,"Rp46.000,00",Cash,Zahra
08-11-2025 21:57:27,08-11-2025 21:58:02,"Vanilla,Lemon Tea,Kentang Goreng,Air Mineral",Table,"Rp62.000,00",Cash,Zahra
08-11-2025 21:58:55,08-11-2025 21:59:53,"Classic,Latte",Table,"Rp38.000,00",Cash,Zahra
08-11-2025 22:00:29,08-11-2025 22:00:49,Florana,Table,"Rp46.000,00",Cash,Zahra
08-11-2025 22:03:04,08-11-2025 22:04:19,"Chocolate,Coklat Banana,Latte,Sweet Cloud",Table,"Rp93.000,00",Cash,Zahra
08-11-2025 22:05:36,08-11-2025 22:06:03,"Florana,Ubi Goreng,Air Mineral",Table,"Rp66.000,00","Bank Transfer, SCAN QR",Zahra
08-11-2025 22:08:53,08-11-2025 22:10:49,"Matcha,Chocolate,Classic,Nasi Goreng",Table,"Rp126.000,00",Cash,Zahra
08-11-2025 22:11:30,08-11-2025 22:12:14,"Caramel,Coklat Banana,Banana",Table,"Rp68.000,00","Bank Transfer, SCAN QR",Zahra
08-11-2025 22:19:58,08-11-2025 22:21:20,"Bakso Bakar,Sweet Cloud,Chocolate,Air Mineral",Table,"Rp67.000,00","Bank Transfer, SCAN QR",Zahra
08-11-2025 22:22:20,08-11-2025 22:23:36,"Chocolate,Red Velvet,Pisang Goreng",Table,"Rp63.000,00","Bank Transfer, SCAN QR",Zahra
08-11-2025 22:24:02,08-11-2025 22:25:36,"Florana,Red Velvet,Mix Platter",Table,"Rp66.000,00",Cash,Zahra
08-11-2025 22:29:50,08-11-2025 22:30:20,"Tropicalush,ButterScotch",Table,"Rp94.000,00",Cash,Zahra
08-11-2025 22:32:22,08-11-2025 22:32:32,ButterScotch,Table,"Rp23.000,00",Cash,Zahra
08-11-2025 22:38:18,08-11-2025 22:38:20,Air Mineral,Table,"Rp10.000,00",Cash,Zahra
08-11-2025 22:48:02,08-11-2025 22:48:09,ButterScotch,Table,"Rp23.000,00",Cash,Zahra
08-11-2025 22:51:07,08-11-2025 22:52:05,"ButterScotch,Americano ,Banana",Table,"Rp61.000,00",Cash,Zahra
08-11-2025 22:52:20,08-11-2025 22:52:24,Air Mineral,Table,"Rp5.000,00",Cash,Zahra
08-11-2025 22:54:52,08-11-2025 22:57:06,"Ayam Geprek,Kentang Goreng,Florana,Air Mineral,Vanilla,Hazelnut",Table,"Rp121.000,00","Bank Transfer, SCAN QR",Zahra
08-11-2025 22:57:51,08-11-2025 22:57:59,Vanilla,Table,"Rp23.000,00",Cash,Zahra
08-11-2025 22:58:47,08-11-2025 22:59:41,"Kentang Goreng,Air Mineral,Latte",Table,"Rp41.000,00",Cash,Zahra
08-11-2025 23:18:09,08-11-2025 23:18:17,Air Mineral,Table,"Rp5.000,00",Cash,Zahra
08-11-2025 23:23:21,08-11-2025 23:24:06,Chocolate,Table,"Rp25.000,00","Bank Transfer, SCAN QR",Zahra
08-11-2025 23:24:30,08-11-2025 23:24:50,Coconut,Table,"Rp23.000,00","Bank Transfer, SCAN QR",Zahra
08-11-2025 23:25:03,08-11-2025 23:25:08,Classic,Table,"Rp17.000,00","Bank Transfer, SCAN QR",Zahra
08-11-2025 23:32:25,08-11-2025 23:32:34,Air Mineral,Table,"Rp5.000,00",Cash,Zahra
08-11-2025 23:38:55,08-11-2025 23:39:51,"Matcha,Classic,Caramel",Table,"Rp67.000,00",Cash,Zahra
08-11-2025 23:41:29,08-11-2025 23:41:40,Air Mineral,Table,"Rp5.000,00",Cash,Zahra
09-11-2025 11:48:04,09-11-2025 11:48:29,"Nasi Goreng,Red Velvet,Air Mineral",Table,"Rp48.000,00",Cash,Ahmad
09-11-2025 13:21:22,09-11-2025 13:21:48,Red Velvet,Table,"Rp23.000,00",Cash,Ahmad
09-11-2025 13:23:15,09-11-2025 13:25:14,Nasi Goreng,Table,"Rp20.000,00",Cash,Ahmad
09-11-2025 13:46:13,09-11-2025 13:46:27,Ayam Geprek,Table,"Rp17.000,00",Cash,Ahmad
09-11-2025 14:01:10,09-11-2025 14:05:17,Hazelnut,Table,"Rp23.000,00","Bank Transfer, SCAN QR",Ahmad
09-11-2025 14:16:35,09-11-2025 14:16:44,Kentang Goreng,Table,"Rp15.000,00",Cash,Ahmad
09-11-2025 14:17:41,09-11-2025 14:18:59,"Latte,Florana",Table,"Rp44.000,00","Bank Transfer, SCAN QR",Ahmad
09-11-2025 14:53:23,09-11-2025 14:53:42,Kukis,Table,"Rp12.000,00",Cash,Ahmad
09-11-2025 14:54:01,09-11-2025 14:54:11,Caramel,Table,"Rp23.000,00",Cash,Ahmad
09-11-2025 15:09:07,09-11-2025 15:10:20,"Kentang Goreng,Air Mineral",Table,"Rp20.000,00","Bank Transfer, SCAN QR",Ahmad
09-11-2025 16:29:36,09-11-2025 16:29:39,ButterScotch,Table,"Rp23.000,00",Cash,Ahmad
09-11-2025 16:30:19,09-11-2025 16:31:14,"Latte,Donat",Table,"Rp31.000,00",Cash,Ahmad
09-11-2025 16:31:53,09-11-2025 16:32:10,"Pisang Goreng,Americano Peach",Table,"Rp40.000,00","Bank Transfer, SCAN QR",Ahmad
09-11-2025 17:01:18,09-11-2025 17:01:25,Florana,Table,"Rp23.000,00",Cash,Ahmad
09-11-2025 17:05:04,09-11-2025 17:05:09,Air Mineral,Table,"Rp5.000,00","Bank Transfer, SCAN QR",Mita
09-11-2025 17:05:53,09-11-2025 17:05:59,Americano ,Table,"Rp15.000,00","Bank Transfer, SCAN QR",Mita
09-11-2025 17:16:23,09-11-2025 17:17:26,"Latte,LoveBerry",Table,"Rp46.000,00","Bank Transfer, SCAN QR",Mita
09-11-2025 17:18:00,09-11-2025 17:18:02,Bakso Bakar,Table,"Rp12.000,00",Cash,Mita
09-11-2025 17:27:28,09-11-2025 17:27:30,Latte,Table,"Rp21.000,00",Cash,Mita
09-11-2025 17:41:19,09-11-2025 17:41:22,Hazelnut,Table,"Rp23.000,00","Bank Transfer, SCAN QR",Mita
09-11-2025 17:48:44,09-11-2025 17:48:46,BerryLush,Table,"Rp25.000,00",Cash,Mita
09-11-2025 18:02:53,09-11-2025 18:03:50,"Air Mineral,Bakso Bakar,Americano ",Table,"Rp32.000,00","Bank Transfer, SCAN QR",Mita
09-11-2025 18:06:08,09-11-2025 18:08:08,"ChocoBerry,Caramel,Donat",Table,"Rp60.000,00","Bank Transfer, SCAN QR",Mita
09-11-2025 18:09:13,09-11-2025 18:09:15,Air Mineral,Table,"Rp5.000,00",Cash,Mita
09-11-2025 18:12:22,09-11-2025 18:13:14,"Chocolate,Donat",Table,"Rp35.000,00","Bank Transfer, SCAN QR",Mita
09-11-2025 18:42:47,09-11-2025 18:43:00,ButterScotch,Table,"Rp23.000,00","Bank Transfer, SCAN QR",Mita
09-11-2025 18:49:57,09-11-2025 18:51:27,"Americano ,Nasi Goreng,Air Mineral,Florana",Table,"Rp63.000,00","Bank Transfer, SCAN QR",Mita
09-11-2025 18:52:56,09-11-2025 18:53:35,"Pisang Goreng,Air Mineral",Table,"Rp20.000,00","Bank Transfer, SCAN QR",Mita
09-11-2025 19:05:12,09-11-2025 19:05:39,"Ubi Goreng,Vanilla",Table,"Rp38.000,00",Cash,Mita
09-11-2025 19:06:32,09-11-2025 19:07:59,"Nasi Goreng,Lemon Tea",Table,"Rp39.000,00","Bank Transfer, SCAN QR",Mita
09-11-2025 19:09:22,09-11-2025 19:09:44,"Nasi Goreng,Kentang Goreng,Chocolate",Table,"Rp60.000,00","Bank Transfer, SCAN QR",Mita
09-11-2025 19:10:45,09-11-2025 19:11:10,Caramel,Table,"Rp23.000,00","Bank Transfer, SCAN QR",Mita
09-11-2025 19:24:54,09-11-2025 19:25:05,"Air Mineral,BerryLush",Table,"Rp30.000,00",Cash,Mita
09-11-2025 19:29:50,09-11-2025 19:32:49,"Mie Goreng,Air Mineral",Table,"Rp25.000,00","Bank Transfer, SCAN QR",Mita
